1664769071,15665057
1662226259,15466692
1666795139,15832899
1660175888,15317419
1662935727,15517360
1665764567,15747513
1667660339,15904563
1659400227,15259893
1661398851,15406858
1662656234,15497759
1663945091,15596791
1665118499,15693968
1666291823,15791210
1667438459,15886175
1667687051,15906776
1658950241,15226413
1659831867,15291971
1660634905,15351019
1661613152,15422307
1662481046,15485092
1662804045,15508195
1663510859,15560989
1664212163,15618938
1664903315,15676160
1665349547,15713113
1666132151,15777983
1666563995,15813785
1667180675,15864837
1667590031,15898737
1667675195,15905791
1667731859,15910491
1658638731,15203309
1659108227,15238139
1659633690,15277188
1660016867,15305707
1660340893,15329493
1661071124,15382952
1661495108,15413779
1661796994,15435623
1662401934,15479353
1662577475,15492054
1662746470,15504114
1662892903,15514386
1663096947,15528682
1663777403,15582910
1664054783,15605893
1664497511,15642558
1664851883,15671914
1664981243,15682592
1665190427,15699915
1665580091,15732230
1665944327,15762417
1666228307,15785946
1666392755,15799584
1666661111,15821794
1667025935,15852013
1667308847,15875437
1667520539,15892971
1667616047,15900894
1667667203,15905132
1667683031,15906442
1667697791,15907666
1667776811,15914223
1658526316,15194965
1658848761,15218874
1659001713,15230282
1659232768,15247453
1659445997,15263320
1659743603,15285410
1659939838,15299959
1660113381,15312809
1660233529,15321630
1660542792,15344292
1660902535,15370575
1661228110,15394425
1661441465,15409897
1661521665,15415721
1661718143,15429881
1662028376,15452356
1662307896,15472577
1662425371,15481011
1662511253,15487262
1662628090,15495695
1662683248,15499701
1662776539,15506254
1662850503,15511433
1662928264,15516828
1663013819,15522834
1663283855,15542298
1663625639,15570455
1663886867,15591964
1664029775,15603823
1664141027,15613052
1664395511,15634110
1664670047,15656834
1664794727,15667180
1664874659,15673795
1664963339,15681113
1665030623,15686687
1665158555,15697277
1665258191,15705536
1665415295,15718561
1665690299,15741360
1665872927,15756502
1666099271,15775252
1666166579,15780834
1666270247,15789420
1666338611,15795095
1666457123,15804925
1666618259,15818274
1666699103,15824951
1666930775,15844126
1667080211,15856504
1667239919,15869751
1667349827,15878834
1667510111,15892107
1667564807,15896643
1667606375,15900093
1667629643,15902021
1667663279,15904806
1667671055,15905450
1667681075,15906280
1667684867,15906594
1667692667,15907242
1667714231,15909033
1667757011,15912579
1667792471,15915522
1658409336,15186107
1658586071,15199426
1658819115,15216690
1658923746,15224457
1658974485,15228233
1659026254,15232101
1659138638,15240429
1659282879,15251176
1659415843,15261046
1659548634,15270869
1659698045,15281981
1659756969,15286380
1659887001,15296060
1659985041,15303280
1660042034,15307558
1660156037,15315956
1660226875,15321156
1660306003,15326885
1660457397,15338051
1660605467,15348852
1660745527,15359167
1660981050,15376355
1661163658,15389689
1661333370,15402130
1661412081,15407773
1661458572,15411108
1661508517,15414749
1661554524,15418117
1661625478,15423217
1661741670,15431618
1661886815,15442115
1662135116,15460138
1662239914,15467655
1662361064,15476399
1662418529,15480526
1662457483,15483332
1662498674,15486352
1662558264,15490629
1662606551,15494172
1662646155,15497031
1662671484,15498852
1662731764,15503101
1662763593,15505343
1662786634,15506983
1662833746,15510229
1662868806,15512710
1662899976,15514871
1662935035,15517321
1662990171,15521151
1663031578,15524095
1663204878,15536110
1663375031,15549780
1663540259,15563416
1663685879,15575431
1663857311,15589510
1663923527,15595005
1663986011,15600189
1664046731,15605224
1664085419,15608440
1664184971,15616693
1664295407,15625826
1664467811,15640100
1664595515,15650677
1664719343,15660930
1664769803,15665117
1664826635,15669820
1664859251,15672520
1664884211,15674582
1664928335,15678222
1664972495,15681867
1665007571,15684777
1665086711,15691331
1665121415,15694211
1665178955,15698960
1665223019,15702617
1665315527,15710292
1665366419,15714510
1665461147,15722368
1665631295,15736475
1665714107,15743333
1665788051,15749463
1665924179,15760749
1665976007,15765042
1666121747,15777118
1666144631,15779014
1666193135,15783033
1666268411,15789269
1666288871,15790967
1666312271,15792910
1666351727,15796187
1666403723,15800494
1666502507,15808687
1666600667,15816818
1666631423,15819351
1666675703,15823008
1666706435,15825556
1666886675,15840485
1666987775,15848856
1667052395,15854200
1667127011,15860388
1667213351,15867548
1667267531,15872038
1667333699,15877498
1667408435,15883689
1667471375,15888910
1667515223,15892531
1667534459,15894125
1667572499,15897281
1667601707,15899706
1667610671,15900450
1667621495,15901346
1667648027,15903546
1667661623,15904669
1667664731,15904927
1667668391,15905230
1667672987,15905608
1667677583,15905990
1667682359,15906387
1667683967,15906519
1667685791,15906671
1667688839,15906925
1667693963,15907349
1667707091,15908439
1667720447,15909547
1667746367,15911695
1667768255,15913513
1667783759,15914799
1667809523,15916937
1658350614,15181767
1658483997,15191690
1658534959,15195601
1658614861,15201612
1658670374,15205645
1658832448,15217661
1658916631,15223910
1658931102,15224996
1658969707,15227854
1658989920,15229392
1659024525,15231980
1659070605,15235378
1659117280,15238837
1659176350,15243204
1659257794,15249273
1659319298,15253826
1659406891,15260379
1659438991,15262774
1659539178,15270148
1659629501,15276885
1659696629,15281860
1659741137,15285228
1659754166,15286168
1659806030,15289991
1659871129,15294846
1659914611,15298122
1659971006,15302248
1660002492,15304645
1660032754,15306862
1660069638,15309545
1660146798,15315235
1660158113,15316084
1660206851,15319686
1660229699,15321350
1660262770,15323761
1660332725,15328871
1660348976,15330102
1660518191,15342540
1660556341,15345317
1660607402,15349002
1660687317,15354903
1660767118,15360766
1660937044,15373122
1661028456,15379798
1661111251,15385896
1661209997,15393103
1661277362,15398098
1661359024,15403979
1661403575,15407186
1661418394,15408227
1661456959,15410986
1661471854,15412109
1661502330,15414296
1661518580,15415478
1661553358,15418025
1661590740,15420657
1661618261,15422698
1661629409,15423488
1661728678,15430647
1661775362,15434045
1661862461,15440357
1661918997,15444451
1662040495,15453249
1662142683,15460683
1662231867,15467101
1662258669,15469050
1662320139,15473487
1662382209,15477977
1662403888,15479495
1662419978,15480632
1662449089,15482711
1662474890,15484652
1662497271,15486256
1662505625,15486851
1662531949,15488778
1662566817,15491267
1662602924,15493876
1662610348,15494444
1662629648,15495817
1662648777,15497216
1662668579,15498631
1662678440,15499353
1662684436,15499787
1662737267,15503493
1662749301,15504312
1662766705,15505555
1662778777,15506405
1662792110,15507345
1662832036,15510108
1662845438,15511077
1662856639,15511837
1662879242,15513414
1662896983,15514666
1662903880,15515143
1662932877,15517178
1662935518,15517348
1662967027,15519605
1663001667,15521972
1663017996,15523145
1663082032,15527614
1663148857,15532257
1663261343,15540448
1663345163,15547320
1663400771,15551908
1663524527,15562118
1663596179,15568029
1663656491,15573005
1663709363,15577372
1663837523,15587872
1663864463,15590101
1663898147,15592900
1663928315,15595402
1663976135,15599369
1664026571,15603556
1664044475,15605043
1664050391,15605528
1664062799,15606559
1664109587,15610443
1664155727,15614266
1664205563,15618393
1664236259,15620930
1664352935,15630578
1664407967,15635142
1664486447,15641641
1664552999,15647155
1664648339,15655045
1664694863,15658897
1664729063,15661740
1664769431,15665087
1664792423,15666989
1664802947,15667862
1664835755,15670577
1664858759,15672481
1664873927,15673734
1664883827,15674551
1664902139,15676062
1664927399,15678146
